SA2 Code,SA2 Name,Region (SA3),LGA Code,LGA Name,Total Businesses,Manufacturing Businesses,Healthcare Businesses,Tourism Businesses,Unemployment,Unemployment Rate (%),JobSeeker Payment,Labour Force,Value of building job(s),Number of dwellings approved,Resident Spend,Visitor Spend,House Price (Current),House Rent (P/W),Listing Visits per Property,Unit Price (Current),Unit Rent (P/W),Median Household Income,Total Population,Population Change 2023-24,Net overseas migration,Net internal migration,Natural increase in ERP,Median Age,% Under 20,% Over 69,% Born Overseas,% Language Other Than English,Population density 2024 (persons/km2),% Completed Year 12,% Bachelor Degree,% Indigenous,Total Indigenous,Homelessness,Age Pension,Pension Concession Card,Commonwealth Rent Assistance,Family Tax Benefit A,Youth Allowance (other),Parenting Payment Single,Health Care Card,Carer Allowance,Disability Support Pension,Airbnb Occupancy Rate,Airbnb ADR,Airbnb  Gross Revenue,Airbnb Active Listings,Index of Relative Socio-economic Advantage and Disadvantage,Index of Education and Occupation,Index of Relative Socio-economic Disadvantage ,Index of Economic Resources,"Assault Rate (per 1,000)","Theft Rate (per 1,000)","Intimidation, Stalking & Harassment Rate (per 1,000)","Malicious Damage to Property Rate (per 1,000)","Drug Offences Rate (per 1,000)"
102011029,Box Head - MacMasters Beach,,11650,Central Coast (NSW),1024.0,26.0,59.0,32.0,71.0,1.3,210.0,5583.0,43535.939999999995,20.0,1386000.0,365000.0,1677714.2857142857,1088.0,580.2857142857143,1116666.6666666667,537.0,1412.0,11213.0,67.0,80.0,-33.0,20.0,47.0,22.03,19.51,15.17,4.02,349.5,40.01,11.86,2.63,281.0,13.0,1590.0,2115.0,590.0,320.0,15.0,75.0,290.0,260.0,240.0,9.0,537.0462936297442,337488.57512704685,201.258065,1051.05479,1045.8962138,1063.966854,1073.858775,0.63,4.98,1.27,1.18,
102011041,Wamberal - Forresters Beach,,11650,Central Coast (NSW),1175.0,32.0,144.0,41.0,82.0,1.4,180.0,5965.0,38211.35399999999,25.0,3129000.0,406000.0,1737500.0,850.0,2198.5,817500.0,626.5,1852.0,10862.0,73.0,88.0,-42.0,27.0,40.0,27.04,13.98,13.39,3.9,791.6,41.15,13.38,2.01,196.0,10.0,1105.0,1505.0,285.0,315.0,25.0,80.0,320.0,185.0,145.0,13.5,606.1253157806087,255530.13715695345,124.16129000000001,1076.854967,1059.6928405,1080.701628,1097.283812,0.94,11.43,3.75,3.37,1.22
111031222,Adamstown - Kotara,Newcastle,15900,Newcastle,1320.0,25.0,220.0,56.0,315.0,3.1,455.0,10197.0,154703.31,213.0,,,,,,,,1547.0,17326.0,246.0,107.0,19.0,120.0,38.0,25.69,12.01,11.92,7.99,2160.8,42.72,14.8,2.42,377.0,132.0,1470.0,2480.0,830.0,500.0,60.0,135.0,640.0,315.0,520.0,,,,,1054.346697,1054.2586921,1060.835448,1027.956192,,,,,
102021046,Budgewoi - Buff Point - Halekulani,,11650,Central Coast (NSW),448.0,12.0,25.0,23.0,219.0,4.7,475.0,4641.0,11585.746000000001,27.0,4481000.0,694000.0,865000.0,615.0,919.5,510000.0,485.0,1005.0,9967.0,56.0,34.0,-19.0,41.0,45.0,22.23,17.9,10.38,2.9,1068.3,24.13,4.8,5.96,561.0,23.0,1725.0,2905.0,1195.0,615.0,55.0,240.0,540.0,410.0,490.0,,,,,917.5195429,898.94660076,953.6242379,971.812984,2.06,11.42,6.6899999999999995,5.25,2.16
125041493,Toongabbie - Constitution Hill,Parramatta,16260,Parramatta,2160.0,48.0,150.0,81.0,535.0,3.7,600.0,14291.0,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,2515.0,3835.0,970.0,820.0,50.0,155.0,890.0,505.0,550.0,,,,,1036.30862,1040.6514936,1019.923648,1010.69264,,,,,
106021617,Tenambit - East Maitland,Maitland,15050,Maitland,,,,,,,,,,,,,,,,,,,10469.0,72.0,28.0,12.0,32.0,,,,,,605.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
122031692,Belrose,Warringah,15990,Northern Beaches,,,,,,,,,,,,,,,,,,,8786.0,49.0,83.0,61.0,-95.0,,,,,,653.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
117031645,Sydney (South) - Haymarket,Sydney Inner City,17200,Sydney,,,,,,,,,,,,,,,,,,,23756.0,1097.0,2253.0,-1238.0,82.0,,,,,,21975.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
102021050,Lake Munmorah - Mannering Park,,11650,Central Coast (NSW),480.0,11.0,37.0,21.0,197.0,4.2,440.0,4742.0,33783.01,99.0,7023000.0,2241000.0,,,,,,977.0,11055.0,-27.0,39.0,-25.0,-41.0,49.0,19.45,25.7,11.28,2.63,311.5,22.92,4.66,4.46,478.0,17.0,2750.0,3925.0,1890.0,585.0,45.0,205.0,540.0,555.0,465.0,,,,,906.2825657,872.81399654,951.7118199,978.683078,0.09,1.28,0.09,0.09,0.46
102021048,Gorokan - Kanwal - Charmhaven,,11650,Central Coast (NSW),933.0,24.0,90.0,46.0,628.0,5.8,1165.0,10836.0,44821.72699999999,54.0,25510000.0,4051000.0,859150.0,616.6666666666666,896.5,712416.6666666666,573.8333333333334,1051.0,22740.0,109.0,119.0,60.0,-70.0,43.0,23.13,17.0,11.65,4.46,2021.5,24.25,4.4,5.64,1247.0,138.0,3550.0,6925.0,2565.0,1705.0,160.0,640.0,1405.0,1085.0,1520.0,,,,,891.3739933,875.67609402,917.3678234,942.7603986,5.82,20.91,12.0,8.37,3.54
111021216,Bonnells Bay - Silverwater,Lake Macquarie - West,14650,Lake Macquarie,580.0,19.0,37.0,20.0,261.0,5.2,365.0,5031.0,30011.325,22.0,,,,,,,,1238.0,10140.0,113.0,44.0,5.0,64.0,43.0,23.54,16.5,11.98,4.08,998.1,29.94,8.06,4.37,381.0,31.0,1485.0,2385.0,725.0,570.0,55.0,200.0,550.0,315.0,370.0,,,,,963.2082322,944.27517125,992.5430443,1011.382347,,,,,
102021057,Wyong,Wyong,11650,Central Coast (NSW),829.0,43.0,53.0,67.0,357.0,8.1,595.0,4385.0,27726.516,31.0,9218000.0,3544000.0,885000.0,630.0,1130.0,562500.0,520.0,1056.0,9360.0,61.0,70.0,-56.0,47.0,40.0,24.62,13.09,15.01,8.18,622.6,27.15,5.46,6.61,583.0,236.0,1175.0,2710.0,1180.0,710.0,110.0,240.0,735.0,425.0,760.0,,,,,891.5212007,897.04498859,897.2578852,924.6398615,12.36,42.12,23.19,19.58,16.41
120031395,Haberfield - Summer Hill,Strathfield - Burwood - Ashfield,14170,Inner West,1549.0,38.0,217.0,70.0,317.0,3.6,310.0,8690.0,,,,,,,,,,2020.0,14007.0,119.0,224.0,-99.0,-6.0,39.0,,,32.12,30.78,4031.3,55.66,21.31,0.76,103.0,66.0,980.0,1560.0,560.0,195.0,10.0,25.0,385.0,215.0,340.0,,,,,1123.717527,1136.2015629,1073.465493,1031.698678,,,,,
102021053,The Entrance,Wyong,11650,Central Coast (NSW),1237.0,33.0,82.0,94.0,440.0,5.6,920.0,7839.0,86665.886,133.0,10977000.0,2705000.0,1457500.0,721.6,719.0,852000.0,614.0,984.0,16155.0,187.0,138.0,25.0,24.0,45.0,18.77,18.77,12.55,5.99,1165.8,29.13,7.06,4.42,661.0,273.0,2660.0,4740.0,2030.0,900.0,80.0,355.0,885.0,535.0,920.0,14.0,353.6413904749202,342223.4398029748,309.548386,934.6353236,943.62252398,944.5813956,929.5820847,5.24,26.33,9.66,8.9,4.74
115041623,Box Hill - Nelson,Rouse Hill - McGraths Hill,17420,The Hills,,,,,,,,,,,,,,,,,,,22420.0,4042.0,137.0,3550.0,355.0,,,,,,1064.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
106021114,Maitland,Maitland,15050,Maitland,831.0,23.0,90.0,48.0,222.0,4.5,440.0,4916.0,,,,,,,,,,1430.0,9537.0,168.0,25.0,82.0,61.0,35.0,27.2,9.18,8.12,3.79,297.3,29.79,7.54,5.9399999999999995,392.0,116.0,820.0,1825.0,930.0,610.0,65.0,215.0,570.0,325.0,425.0,,,,,963.9537798,940.85786467,987.0097829,1013.436397,,,,,
118021652,Malabar - La Perouse,Eastern Suburbs - South,16550,Randwick,,,,,,,,,,,,,,,,,,,10915.0,114.0,192.0,-22.0,-56.0,,,,,,1297.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
111011211,Redhead,Lake Macquarie - East,14650,Lake Macquarie,369.0,17.0,37.0,4.0,36.0,1.8,80.0,1946.0,11583.007000000001,11.0,,,,,,,,1281.0,3746.0,-23.0,20.0,14.0,-57.0,46.0,23.81,20.48,10.27,4.04,1016.8,35.27,12.26,2.65,93.0,12.0,760.0,965.0,435.0,70.0,5.0,15.0,85.0,75.0,105.0,,,,,1035.0505,1011.5441006,1042.743233,1057.076925,,,,,
104021085,Coffs Harbour - South,Coffs Harbour,11800,Coffs Harbour,1453.0,52.0,223.0,100.0,,,810.0,,,,,,,,,,,,11391.0,22.0,123.0,-7.0,-94.0,,,,,,338.0,,,,,,1830.0,3490.0,1610.0,760.0,125.0,245.0,810.0,345.0,780.0,,,,,925.4843319,941.96394813,928.6519122,929.3466585,,,,,
117031641,Pyrmont,Sydney Inner City,17200,Sydney,,,,,,,,,,,,,,,,,,,13958.0,219.0,925.0,-761.0,55.0,,,,,,15010.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
111011212,Swansea - Caves Beach,Lake Macquarie - East,14650,Lake Macquarie,847.0,22.0,66.0,31.0,227.0,3.7,415.0,6209.0,55057.042,69.0,,,,,,,,1169.0,12984.0,137.0,66.0,120.0,-49.0,48.0,21.56,19.26,9.72,2.7199999999999998,400.7,27.78,8.2,3.71,428.0,79.0,2155.0,3220.0,680.0,470.0,35.0,155.0,490.0,385.0,485.0,,,,,979.7310081,956.93671738,1001.465079,1012.64139,,,,,
122031432,Terrey Hills - Duffys Forest,Warringah,15990,Northern Beaches,621.0,31.0,36.0,26.0,74.0,3.8,45.0,1942.0,9228.355,2.0,,,,,,,,2479.0,3629.0,-58.0,40.0,-60.0,-38.0,44.0,,,21.72,9.11,51.4,46.27,15.25,0.74,27.0,16.0,275.0,385.0,90.0,40.0,0.0,5.0,65.0,25.0,70.0,,,,,1122.613681,1086.892055,1105.677315,1136.108068,,,,,
122031696,Frenchs Forest - Oxford Falls,Warringah,15990,Northern Beaches,,,,,,,,,,,,,,,,,,,17622.0,223.0,255.0,-100.0,68.0,,,,,,1055.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
106021614,East Maitland - Metford,Maitland,15050,Maitland,,,,,,,,,,,,,,,,,,,18260.0,9.0,79.0,-151.0,81.0,,,,,,842.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
102011028,Avoca Beach - Copacabana,Gosford,11650,Central Coast (NSW),808.0,13.0,79.0,27.0,47.0,1.1,135.0,4218.0,42713.436,23.0,1942000.0,473000.0,1700000.0,857.5,1394.0,1587500.0,650.0,1869.0,7570.0,77.0,91.0,-37.0,23.0,41.0,27.71,11.3,17.61,5.09,1175.9,44.53,14.74,1.67,122.0,44.0,665.0,950.0,290.0,225.0,5.0,60.0,175.0,100.0,105.0,13.5,431.75254538026115,509530.77947496955,357.61290299999996,1084.477302,1084.2727807,1079.308985,1102.737367,1.06,14.74,2.66,4.12,0.27
117031331,Glebe - Forest Lodge,Sydney Inner City,17200,Sydney,2154.0,36.0,268.0,137.0,1044.0,7.7,805.0,13524.0,,,,,,,,,,1814.0,21794.0,286.0,843.0,-657.0,100.0,33.0,,,37.78,26.5,9468.2,66.99,27.16,1.76,346.0,208.0,1160.0,2775.0,1040.0,370.0,45.0,140.0,895.0,270.0,905.0,,,,,1109.997985,1169.2516174,1022.161853,901.6447518,,,,,
111021215,Bolton Point - Teralba,Lake Macquarie - West,14650,Lake Macquarie,479.0,23.0,47.0,21.0,309.0,5.9,375.0,5213.0,31095.000000000004,23.0,,,,,,,,1150.0,10548.0,60.0,30.0,72.0,-42.0,44.0,23.15,17.23,8.55,3.38,480.1,26.13,6.5600000000000005,6.47,552.0,85.0,1465.0,2685.0,705.0,535.0,70.0,205.0,480.0,395.0,605.0,,,,,938.5970606,926.42147449,962.7287439,983.5976973,,,,,
111031234,Waratah - North Lambton,Newcastle,15900,Newcastle,642.0,9.0,89.0,26.0,362.0,4.7,500.0,7779.0,36268.745,44.0,,,,,,,,1195.0,13065.0,32.0,151.0,-31.0,-88.0,36.0,19.55,14.34,14.16,10.07,2554.8,40.95,12.2,4.47,539.0,120.0,1365.0,2565.0,975.0,460.0,70.0,145.0,710.0,255.0,660.0,,,,,987.3598297999999,1010.602162,991.8826525,939.439406,,,,,
102011040,Umina - Booker Bay - Patonga,,11650,Central Coast (NSW),1448.0,40.0,95.0,74.0,494.0,4.2,1030.0,11795.0,79785.527,111.0,17752000.0,2483000.0,1460000.0,713.3333333333334,1427.6666666666667,943250.0,630.0,1072.0,25007.0,90.0,190.0,-14.0,-86.0,46.0,21.04,20.1,15.15,5.79,991.2,31.26,7.31,3.62,854.0,53.0,4260.0,6650.0,2425.0,1165.0,95.0,445.0,1135.0,775.0,980.0,17.0,353.0313322889895,409013.6513772339,311.258064,964.5550157,963.3460289,977.1114375,965.8581511,3.32,15.22,6.68,6.44,1.5
118021568,Maroubra - West,Eastern Suburbs - South,16550,Randwick,1044.0,19.0,105.0,58.0,267.0,4.1,140.0,6553.0,,,,,,,,,,1662.0,10756.0,247.0,480.0,-296.0,63.0,33.0,,,50.54,48.03,5256.1,59.32,20.1,0.73,74.0,,725.0,990.0,295.0,160.0,5.0,20.0,230.0,130.0,150.0,,,,,1096.151217,1097.2614938,1050.67606,994.7375245,,,,,
117031648,Zetland,Sydney Inner City,17200,Sydney,,,,,,,,,,,,,,,,,,,14313.0,340.0,661.0,-433.0,112.0,,,,,,17786.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
121031408,Lindfield - Roseville,Ku-ring-gai,14500,Ku-ring-gai,,,,,407.0,3.0,,13770.0,,,,,,,,,,2760.0,25605.0,319.0,662.0,-345.0,2.0,40.0,,,36.69,28.85,2155.9,61.9,25.7,0.15,34.0,33.0,,,,,,,,,,,,,,,,,,,,,,
104021086,Coramba - Nana Glen - Bucca,Coffs Harbour,11800,Coffs Harbour,473.0,21.0,27.0,12.0,,,210.0,,,,,,,,,,,,4049.0,36.0,20.0,6.0,10.0,,,,,,11.1,,,,,,460.0,840.0,250.0,260.0,10.0,65.0,210.0,110.0,145.0,,,,,982.0101343,953.8382612,1023.808183,1055.352601,,,,,
115021297,Dural - Kenthurst - Wisemans Fer,Dural - Wisemans Ferry,17420,The Hills,4034.0,115.0,192.0,134.0,,,305.0,,109041.057,83.0,,,,,,,,2195.0,22941.0,165.0,208.0,-52.0,9.0,42.0,,,22.29,16.49,60.8,44.34,13.78,0.72,152.0,35.0,1725.0,2445.0,530.0,495.0,20.0,110.0,495.0,315.0,330.0,,,,,1101.860667,1067.1580886,1086.737392,1131.772842,,,,,
102021056,Warnervale - Wadalba,Wyong,11650,Central Coast (NSW),1177.0,42.0,124.0,39.0,345.0,2.9,555.0,12105.0,93991.867,224.0,14967000.0,2381000.0,994375.0,773.75,840.5,573000.0,647.5,1678.0,22353.0,650.0,122.0,469.0,59.0,35.0,31.45,10.85,14.95,7.48,521.2,29.71,6.16,4.5600000000000005,694.0,70.0,2080.0,3900.0,1555.0,1370.0,115.0,470.0,1055.0,755.0,745.0,,,,,992.2511198,959.62711675,1002.288512,1052.854975,3.49,11.31,5.38,4.49,2.04
102021045,Blue Haven - San Remo,,11650,Central Coast (NSW),417.0,13.0,27.0,14.0,341.0,5.8,585.0,5861.0,6602.442999999999,20.0,6504000.0,1020000.0,828750.0,605.0,755.0,500000.0,460.0,1250.0,11620.0,63.0,53.0,-104.0,114.0,34.0,29.24,9.4,10.06,4.35,553.9,22.99,3.3,7.78,859.0,62.0,1120.0,2675.0,1005.0,1035.0,95.0,405.0,805.0,525.0,590.0,,,,,886.3038839,855.14941401,920.0847757,976.9946341,1.51,7.97,6.29,3.54,1.24
102011033,Kariong,,11650,Central Coast (NSW),399.0,8.0,28.0,16.0,86.0,2.3,165.0,3820.0,5435.411,8.0,2102000.0,509000.0,1080000.0,750.0,1108.0,825000.0,610.0,1813.0,6490.0,26.0,40.0,-81.0,67.0,35.0,29.92,6.58,17.54,8.38,781.3,36.35,8.0,3.57,228.0,16.0,490.0,910.0,235.0,340.0,25.0,80.0,290.0,180.0,185.0,,,,,1012.406437,987.02176197,1035.267255,1053.747183,5.5600000000000005,13.9,5.1,4.48,2.32
117031639,Chippendale,Sydney Inner City,17200,Sydney,,,,,,,,,,,,,,,,,,,9490.0,200.0,792.0,-627.0,35.0,,,,,,20443.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
111031229,Newcastle - Cooks Hill,Newcastle,15900,Newcastle,3130.0,69.0,393.0,216.0,379.0,3.9,645.0,9787.0,332568.356,251.0,,,,,,,,1648.0,14264.0,502.0,261.0,187.0,54.0,37.0,13.16,11.28,15.92,8.17,3586.4,58.5,24.02,2.44,263.0,427.0,905.0,1915.0,715.0,240.0,40.0,80.0,700.0,135.0,565.0,,,,,1080.104529,1119.4103088,1048.48373,944.5463295,,,,,
117021327,Petersham - Stanmore,Marrickville - Sydenham - Petersham,14170,Inner West,1940.0,46.0,190.0,124.0,833.0,6.1,685.0,13579.0,,,,,,,,,,2062.0,20986.0,297.0,441.0,-238.0,94.0,35.0,,,27.9,20.74,6987.6,60.81,24.75,1.3,264.0,109.0,1115.0,1995.0,1090.0,235.0,45.0,55.0,810.0,205.0,465.0,,,,,1130.313362,1152.72372,1068.900853,980.2777497,,,,,
108051169,Taree,Taree - Gloucester,15240,Mid-Coast,,,,,696.0,7.7,,9082.0,,,,,,,,,,849.0,21415.0,95.0,70.0,67.0,-42.0,46.0,,,7.72,3.24,171.2,23.06,4.93,9.98,2044.0,550.0,,,,,,,,,,,,,,,,,,,,,,
121031407,Gordon - Killara,Ku-ring-gai,14500,Ku-ring-gai,,,,,492.0,3.9,,12624.0,,,,,,,,,,2428.0,23783.0,501.0,715.0,-179.0,-35.0,40.0,,,46.44,39.14,2037.7,63.73,25.8,0.12,26.0,13.0,,,,,,,,,,,,,,,,,,,,,,
104021088,Korora - Emerald Beach,Coffs Harbour,11800,Coffs Harbour,953.0,19.0,129.0,42.0,,,240.0,,,,,,,,,,,,10833.0,201.0,87.0,68.0,46.0,,,,,,187.8,,,,,,1170.0,1785.0,475.0,460.0,30.0,130.0,335.0,225.0,210.0,,,,,1033.530458,1019.9541137,1053.145193,1066.535894,,,,,
118011342,Centennial Park,Eastern Suburbs - North,16550,Randwick,3.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
108011153,Forster-Tuncurry Region,Great Lakes,15240,Mid-Coast,,,,,123.0,3.8,,3214.0,,,,,,,,,,921.0,7219.0,92.0,17.0,68.0,7.0,51.0,,,11.43,2.3,9.6,25.69,6.16,4.88,297.0,24.0,,,,,,,,,,,,,,,,,,,,,,
108011154,Tuncurry,Great Lakes,15240,Mid-Coast,,,,,125.0,5.4,,2305.0,,,,,,,,,,750.0,6299.0,-40.0,22.0,63.0,-125.0,61.0,,,9.94,3.01,402.0,19.75,4.14,4.03,249.0,59.0,,,,,,,,,,,,,,,,,,,,,,
125041491,Northmead,Parramatta,16260,Parramatta,2184.0,37.0,402.0,77.0,349.0,2.3,445.0,14867.0,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,1480.0,2405.0,870.0,630.0,30.0,125.0,660.0,315.0,445.0,,,,,1061.38783,1096.0567861,1036.8369,962.7728902,,,,,
111021218,Morisset - Cooranbong,Lake Macquarie - West,14650,Lake Macquarie,1589.0,74.0,108.0,42.0,435.0,4.7,710.0,9329.0,352658.573,427.0,,,,,,,,1117.0,20319.0,925.0,74.0,917.0,-66.0,46.0,21.87,21.26,13.9,4.82,61.5,29.04,8.04,3.65,546.0,81.0,3490.0,5330.0,1915.0,1105.0,75.0,350.0,1050.0,685.0,835.0,,,,,959.6069133,940.36241228,979.6019128,1006.25384,,,,,
111011209,Glendale - Cardiff - Hillsborough,Lake Macquarie - East,14650,Lake Macquarie,1761.0,122.0,214.0,59.0,555.0,3.9,750.0,14326.0,64554.164,61.0,,,,,,,,1449.0,25400.0,207.0,95.0,41.0,71.0,39.0,25.14,12.48,9.67,5.64,1158.9,34.46,10.21,3.9699999999999998,928.0,122.0,2735.0,4825.0,1385.0,1130.0,115.0,335.0,1075.0,730.0,1035.0,,,,,990.6175177,977.09424742,1016.553044,1014.758098,,,,,
118021565,Kingsford,Eastern Suburbs - South,16550,Randwick,1211.0,19.0,134.0,81.0,426.0,4.2,260.0,10136.0,,,,,,,,,,1379.0,16380.0,774.0,1602.0,-872.0,44.0,27.0,,,58.71,57.05,8132.7,67.84,23.89,0.62,96.0,26.0,810.0,1210.0,430.0,220.0,15.0,45.0,420.0,160.0,185.0,,,,,1089.164065,1119.5802705,1032.056285,940.6513116,,,,,
120021675,Leichhardt,Leichhardt,14170,Inner West,,,,,,,,,,,,,,,,,,,18209.0,276.0,269.0,-111.0,118.0,,,,,,6102.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
111021220,Wangi Wangi - Rathmines,Lake Macquarie - West,14650,Lake Macquarie,582.0,25.0,35.0,24.0,185.0,3.9,290.0,4803.0,28676.756,38.0,,,,,,,,1299.0,9632.0,37.0,36.0,-17.0,18.0,47.0,21.42,17.99,10.59,2.93,731.3,32.51,8.94,4.07,362.0,34.0,1525.0,2255.0,445.0,375.0,30.0,120.0,360.0,300.0,280.0,,,,,987.6909272,964.26106267,1020.839657,1033.721249,,,,,
121031411,Turramurra,Ku-ring-gai,14500,Ku-ring-gai,,,,,301.0,2.8,,10587.0,,,,,,,,,,2459.0,20694.0,221.0,293.0,24.0,-96.0,44.0,,,33.07,20.34,1002.5,58.54,23.17,0.17,33.0,13.0,,,,,,,,,,,,,,,,,,,,,,
102021054,Toukley - Norah Head,Wyong,11650,Central Coast (NSW),651.0,18.0,66.0,39.0,241.0,5.4,480.0,4447.0,31469.090999999997,27.0,8237000.0,1228000.0,1085000.0,596.25,712.5,706543.25,497.0,971.0,9847.0,-19.0,31.0,61.0,-111.0,48.0,20.7,20.66,10.62,3.2,935.9,24.49,5.52,4.93,482.0,134.0,1830.0,3210.0,1425.0,590.0,55.0,260.0,530.0,370.0,665.0,15.5,350.572575089604,158107.87619047618,69.838709,913.5068101,903.68103875,938.6075626,950.2519982,4.84,19.08,11.3,8.07,4.54
122021690,Mona Vale - Warriewood (North),Pittwater,15990,Northern Beaches,,,,,,,,,,,,,,,,,,,14944.0,127.0,190.0,-13.0,-50.0,,,,,,2312.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
125041489,North Parramatta,Parramatta,16260,Parramatta,2855.0,55.0,234.0,99.0,627.0,3.9,820.0,16249.0,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,1535.0,3000.0,1350.0,770.0,55.0,165.0,960.0,395.0,660.0,,,,,1043.493446,1091.5390571,1006.88427,918.4476546,,,,,
125041494,Winston Hills,Parramatta,16260,Parramatta,934.0,24.0,85.0,37.0,108.0,1.6,140.0,6741.0,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1090.0,1475.0,220.0,230.0,10.0,35.0,260.0,210.0,160.0,,,,,1098.38718,1081.8036464,1082.795053,1100.827047,,,,,
102011043,Wyoming,Gosford,11650,Central Coast (NSW),606.0,16.0,68.0,31.0,239.0,4.2,445.0,5633.0,7423.2300000000005,4.0,9957000.0,633000.0,960250.0,700.0,2274.0,652500.0,550.0,1229.0,11339.0,37.0,68.0,2.0,-33.0,42.0,24.46,17.95,17.93,7.89,1352.9,34.57,8.25,3.37,385.0,48.0,1825.0,2875.0,670.0,625.0,45.0,175.0,585.0,360.0,470.0,,,,,958.8160209,964.95199144,980.8387969,986.3200502,3.33,16.3,5.43,3.94,1.23
108011152,Forster,Great Lakes,15240,Mid-Coast,,,,,265.0,4.4,,6052.0,,,,,,,,,,871.0,14899.0,161.0,50.0,257.0,-146.0,54.0,,,10.14,2.86,439.8,26.02,6.95,5.85,835.0,196.0,,,,,,,,,,,,,,,,,,,,,,
106031124,Tea Gardens - Hawks Nest,Port Stephens,15240,Mid-Coast,361.0,12.0,30.0,23.0,63.0,3.6,195.0,1761.0,,,,,,,,,,903.0,5806.0,14.0,28.0,77.0,-91.0,62.0,10.55,39.66,14.63,3.87,28.4,28.79,7.76,4.47,225.0,29.0,1755.0,2260.0,335.0,135.0,15.0,50.0,195.0,205.0,205.0,,,,,954.802281,931.52548144,998.4542631,994.3830686,,,,,
111031230,Newcastle Port - Kooragang,Newcastle,15900,Newcastle,71.0,17.0,0.0,0.0,,,5.0,,1223.647,0.0,,,,,,,,1312.0,28.0,0.0,0.0,0.0,0.0,51.0,,,0.0,0.0,0.9,15.0,0.0,0.0,0.0,,0.0,5.0,5.0,5.0,0.0,0.0,5.0,5.0,5.0,,,,,,,,,,,,,
118021653,Matraville - Chifley,Eastern Suburbs - South,16550,Randwick,,,,,,,,,,,,,,,,,,,13966.0,219.0,219.0,-29.0,29.0,,,,,,4091.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
102011042,Woy Woy - Blackwall,Gosford,11650,Central Coast (NSW),835.0,28.0,75.0,50.0,342.0,5.1,735.0,6748.0,39579.905,56.0,16974000.0,1647000.0,1100000.0,630.0,1846.0,810000.0,575.0,1040.0,14554.0,117.0,116.0,87.0,-86.0,47.0,19.89,19.86,16.64,7.31,836.6,32.32,7.8100000000000005,4.62,643.0,115.0,2590.0,4395.0,1365.0,800.0,80.0,270.0,765.0,525.0,860.0,24.0,324.4200208333333,64884.00416666666,31.193548,946.047375,949.38075167,950.755505,935.040708,6.0,19.66,8.44,9.27,4.6
126011496,Pennant Hills - Cheltenham,Pennant Hills - Epping,14000,Hornsby,,,,,,,,,81654.092,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118021564,Kensington (NSW),Eastern Suburbs - South,16550,Randwick,1033.0,16.0,151.0,43.0,287.0,3.1,175.0,9163.0,,,,,,,,,,1642.0,14318.0,508.0,1207.0,-751.0,52.0,26.0,,,50.96,45.38,5418.8,71.05,21.76,0.8,119.0,25.0,580.0,860.0,650.0,170.0,5.0,25.0,540.0,85.0,150.0,,,,,1121.914845,1145.8865141,1071.416614,968.4180491,,,,,
115011556,Castle Hill - South,Baulkham Hills,17420,The Hills,1194.0,29.0,154.0,38.0,,,125.0,,16241.507,21.0,,,,,,,,2175.0,10787.0,188.0,246.0,-115.0,57.0,39.0,,,38.76,35.63,2613.3,56.06,20.24,0.4,38.0,,695.0,940.0,230.0,255.0,10.0,30.0,265.0,145.0,110.0,,,,,1123.873782,1120.3485036,1081.850993,1084.828098,,,,,
102011039,Terrigal - North Avoca,,11650,Central Coast (NSW),1577.0,19.0,202.0,93.0,112.0,1.3,260.0,8542.0,57788.566,31.0,6209000.0,2189000.0,1627500.0,900.0,2258.0,1155000.0,675.0,1760.0,15437.0,207.0,224.0,-78.0,61.0,42.0,24.64,14.21,19.23,6.35,1473.1,45.48,15.02,1.5899999999999999,212.0,7.0,1505.0,2130.0,685.0,425.0,20.0,115.0,440.0,250.0,270.0,14.0,441.42031381085985,435291.31262441183,284.741936,1085.447516,1077.8729278,1077.682351,1078.434388,4.91,9.96,4.78,4.17,1.75
